Date,High,open_lag_1,low_lag_2,low_lag_1,high_lag_1,Low,Close_1
2006-12-21,12483.7,12471.3,12397.6,12456.6,12498.5,12396.0,12343.2
2006-12-22,12420.2,12461.6,12456.6,12396.0,12483.7,12341.7,12407.6
2006-12-26,12418.2,12413.1,12396.0,12341.7,12420.2,12337.0,12510.6
2006-12-27,12519.2,12341.9,12341.7,12337.0,12418.2,12407.8,12501.5
2006-12-28,12529.9,12408.4,12337.0,12407.8,12519.2,12478.1,12463.2
2006-12-29,12526.0,12510.6,12407.8,12478.1,12529.9,12451.1,12474.5
2007-01-03,12580.3,12500.5,12478.1,12451.1,12526.0,12404.8,12480.7
2007-01-04,12510.4,12459.5,12451.1,12404.8,12580.3,12403.9,12398.0
2007-01-05,12480.1,12473.2,12404.8,12403.9,12510.4,12365.4,12423.5
2007-01-08,12445.9,12480.0,12403.9,12365.4,12480.1,12337.4,12416.6
2007-01-09,12466.4,12392.0,12365.4,12337.4,12445.9,12369.2,12442.2
2007-01-10,12451.6,12424.8,12337.4,12369.2,12466.4,12355.6,12515.0
2007-01-11,12544.5,12417.0,12369.2,12355.6,12451.6,12443.0,12556.1
2007-01-12,12561.0,12443.0,12355.6,12443.0,12544.5,12489.7,12582.6
2007-01-16,12585.1,12514.7,12443.0,12489.7,12561.0,12538.9,12577.2
2007-01-17,12614.0,12555.8,12489.7,12538.9,12585.1,12550.5,12567.9
2007-01-18,12611.9,12571.5,12538.9,12550.5,12614.0,12547.3,12565.5
2007-01-19,12586.8,12575.0,12550.5,12547.3,12611.9,12523.5,12477.2
2007-01-22,12572.6,12567.9,12547.3,12523.5,12586.8,12450.9,12533.8
2007-01-23,12554.2,12566.3,12523.5,12450.9,12572.6,12468.3,12621.8
2007-01-24,12623.5,12477.8,12450.9,12468.3,12554.2,12531.1,12502.5
2007-01-25,12622.7,12534.4,12468.3,12531.1,12623.5,12487.3,12487.0
2007-01-26,12539.1,12621.8,12531.1,12487.3,12622.7,12431.3,12490.8
2007-01-29,12542.7,12503.3,12487.3,12431.3,12539.1,12481.5,12523.3
2007-01-30,12538.5,12487.1,12431.3,12481.5,12542.7,12459.5,12621.7
2007-01-31,12657.0,12492.2,12481.5,12459.5,12538.5,12505.2,12673.7
2007-02-01,12682.6,12520.0,12459.5,12505.2,12657.0,12616.1,12653.5
2007-02-02,12683.9,12617.2,12505.2,12616.1,12682.6,12638.3,12661.7
2007-02-05,12681.2,12673.8,12616.1,12638.3,12683.9,12629.9,12666.3
2007-02-06,12680.6,12653.4,12638.3,12629.9,12681.2,12633.9,12666.9
2007-02-07,12700.3,12661.7,12629.9,12633.9,12680.6,12630.5,12637.6
2007-02-08,12665.8,12656.9,12633.9,12630.5,12700.3,12575.9,12580.8
2007-02-09,12675.7,12665.7,12630.5,12575.9,12665.8,12545.1,12552.5
2007-02-12,12607.5,12638.0,12575.9,12545.1,12675.7,12536.2,12654.8
2007-02-13,12658.2,12580.1,12545.1,12536.2,12607.5,12549.2,12741.9
2007-02-14,12759.4,12549.2,12536.2,12549.2,12658.2,12651.2,12765.0
2007-02-15,12779.0,12651.3,12549.2,12651.2,12759.4,12728.7,12767.6
2007-02-16,12769.2,12741.7,12651.2,12728.7,12779.0,12744.0,12786.6
2007-02-20,12795.9,12764.1,12728.7,12744.0,12769.2,12704.7,12738.4
2007-02-21,12782.9,12766.8,12744.0,12704.7,12795.9,12707.2,12686.0
2007-02-22,12763.7,12782.9,12704.7,12707.2,12782.9,12650.6,12647.5
2007-02-23,12682.1,12735.8,12707.2,12650.6,12763.7,12628.0,12632.2
2007-02-26,12697.2,12679.9,12650.6,12628.0,12682.1,12608.5,12216.2
2007-02-27,12629.4,12647.9,12628.0,12608.5,12697.2,12086.0,12268.6
2007-02-28,12353.5,12628.9,12608.5,12086.0,12629.4,12186.0,12234.3
2007-03-01,12289.2,12214.9,12086.0,12186.0,12353.5,12059.5,12114.1
2007-03-02,12247.4,12265.6,12186.0,12059.5,12289.2,12107.4,12050.4
2007-03-05,12188.8,12233.8,12059.5,12107.4,12247.4,12039.1,12207.6
2007-03-06,12224.4,12111.6,12107.4,12039.1,12188.8,12050.6,12192.5
2007-03-07,12256.9,12051.2,12039.1,12050.6,12224.4,12179.0,12260.7
2007-03-08,12303.6,12204.5,12050.6,12179.0,12256.9,12193.3,12276.3
2007-03-09,12330.9,12193.3,12179.0,12193.3,12303.6,12228.5,12318.6
2007-03-12,12350.0,12262.0,12193.3,12228.5,12330.9,12246.5,12076.0
2007-03-13,12307.6,12275.7,12228.5,12246.5,12350.0,12072.0,12133.4
2007-03-14,12142.9,12307.5,12246.5,12072.0,12307.6,11939.6,12159.7
2007-03-15,12188.1,12074.5,12072.0,11939.6,12142.9,12105.9,12110.4
2007-03-16,12190.4,12133.2,11939.6,12105.9,12188.1,12082.1,12226.2
2007-03-19,12234.7,12160.2,12105.9,12082.1,12190.4,12110.4,12288.1
2007-03-20,12294.0,12110.4,12082.1,12110.4,12234.7,12213.1,12447.5
2007-03-21,12479.7,12226.8,12110.4,12213.1,12294.0,12263.5,12461.1
2007-03-22,12476.2,12289.0,12213.1,12263.5,12479.7,12408.7,12481.0
2007-03-23,12511.0,12446.7,12263.5,12408.7,12476.2,12448.7,12469.1
2007-03-26,12486.8,12460.5,12408.7,12448.7,12511.0,12367.2,12397.3
2007-03-27,12468.7,12480.4,12448.7,12367.2,12486.8,12377.3,12300.4
2007-03-28,12396.5,12468.6,12367.2,12377.3,12468.7,12257.4,12348.8
2007-03-29,12381.9,12396.5,12377.3,12257.4,12396.5,12267.6,12354.3
2007-03-30,12416.7,12301.5,12257.4,12267.6,12381.9,12242.6,12382.3
2007-04-02,12395.0,12348.9,12267.6,12242.6,12416.7,12324.3,12510.3
2007-04-03,12534.3,12354.5,12242.6,12324.3,12395.0,12379.0,12530.0
2007-04-04,12541.5,12379.0,12324.3,12379.0,12534.3,12495.8,12560.2
2007-04-05,12572.5,12511.4,12379.0,12495.8,12541.5,12500.4,12569.1
2007-04-09,12593.6,12523.2,12495.8,12500.4,12572.5,12555.3,12573.8
2007-04-10,12588.5,12562.6,12500.4,12555.3,12593.6,12549.5,12484.6
2007-04-11,12580.0,12568.5,12555.3,12549.5,12588.5,12456.7,12553.0
2007-04-12,12557.3,12573.1,12549.5,12456.7,12580.0,12428.2,12612.1
2007-04-13,12615.4,12483.6,12456.7,12428.2,12557.3,12530.2,12720.5
2007-04-16,12731.2,12551.9,12428.2,12530.2,12615.4,12611.3,12773.0
2007-04-17,12790.0,12611.6,12530.2,12611.3,12731.2,12707.5,12803.8
2007-04-18,12838.5,12719.5,12611.3,12707.5,12790.0,12729.0,12808.6
2007-04-19,12830.1,12771.1,12707.5,12729.0,12838.5,12734.9,12962.0
2007-04-20,12966.3,12799.8,12729.0,12734.9,12830.1,12810.2,12919.4
2007-04-23,12983.9,12811.2,12734.9,12810.2,12966.3,12916.6,12953.9
2007-04-24,12989.9,12961.5,12810.2,12916.6,12983.9,12901.7,13089.9
2007-04-25,13107.5,12919.6,12916.6,12901.7,12989.9,12951.4,13105.5
2007-04-26,13132.8,12951.4,12901.7,12951.4,13107.5,13068.1,13120.9
2007-04-27,13148.0,13088.8,12951.4,13068.1,13132.8,13073.4,13062.9
2007-04-30,13162.0,13104.0,13068.1,13073.4,13148.0,13061.5,13136.1
2007-05-01,13137.8,13120.2,13073.4,13061.5,13162.0,13041.3,13211.9
2007-05-02,13256.3,13062.8,13061.5,13041.3,13137.8,13130.5,13241.4
2007-05-03,13246.8,13133.9,13041.3,13130.5,13256.3,13196.0,13264.6
2007-05-04,13284.5,13206.7,13130.5,13196.0,13246.8,13228.8,13313.0
2007-05-07,13317.7,13243.1,13196.0,13228.8,13284.5,13260.8,13309.1
2007-05-08,13314.4,13264.1,13228.8,13260.8,13317.7,13237.5,13362.9
2007-05-09,13369.3,13309.4,13260.8,13237.5,13314.4,13278.3,13215.1
2007-05-10,13359.1,13300.6,13237.5,13278.3,13369.3,13210.9,13326.2
2007-05-11,13333.5,13359.0,13278.3,13210.9,13359.1,13212.0,13346.8
2007-05-14,13383.8,13212.2,13210.9,13212.0,13333.5,13297.0,13383.8
2007-05-15,13481.6,13325.8,13212.0,13297.0,13383.8,13339.5,13487.5
2007-05-16,13489.6,13346.0,13297.0,13339.5,13481.6,13363.9,13476.7
2007-05-17,13516.7,13374.1,13339.5,13363.9,13489.6,13447.8,13556.5
2007-05-18,13558.5,13487.0,13363.9,13447.8,13516.7,13476.4,13542.9
2007-05-21,13586.0,13476.4,13447.8,13476.4,13558.5,13529.1,13540.0
2007-05-22,13586.7,13556.5,13476.4,13529.1,13586.0,13529.0,13525.7
2007-05-23,13609.8,13545.0,13529.1,13529.0,13586.7,13505.2,13441.1
2007-05-24,13624.5,13540.8,13529.0,13505.2,13609.8,13423.9,13507.3
2007-05-25,13516.1,13522.6,13505.2,13423.9,13624.5,13440.1,13521.3
2007-05-29,13564.7,13441.9,13423.9,13440.1,13516.1,13465.3,13633.1
2007-05-30,13636.1,13507.3,13440.1,13465.3,13564.7,13456.7,13627.6
2007-05-31,13673.1,13517.9,13465.3,13456.7,13636.1,13614.7,13668.1
2007-06-01,13692.0,13633.0,13456.7,13614.7,13673.1,13624.4,13676.3
2007-06-04,13690.4,13628.7,13614.7,13624.4,13692.0,13618.8,13595.5
2007-06-05,13673.5,13667.2,13624.4,13618.8,13690.4,13551.0,13465.7
2007-06-06,13591.1,13673.2,13618.8,13551.0,13673.5,13437.3,13266.7
2007-06-07,13480.2,13590.7,13551.0,13437.3,13591.1,13259.8,13424.4
2007-06-08,13431.2,13463.5,13437.3,13259.8,13480.2,13251.5,13425.0
2007-06-11,13478.1,13267.1,13259.8,13251.5,13431.2,13381.6,13295.0
2007-06-12,13449.5,13423.7,13251.5,13381.6,13478.1,13294.6,13482.3
2007-06-13,13485.1,13424.4,13381.6,13294.6,13449.5,13287.6,13553.7
2007-06-14,13581.6,13287.6,13294.6,13287.6,13485.1,13479.3,13639.5
2007-06-15,13688.7,13482.4,13287.6,13479.3,13581.6,13556.5,13613.0
2007-06-18,13667.9,13556.7,13479.3,13556.5,13688.7,13608.8,13635.4
2007-06-19,13652.2,13639.0,13556.5,13608.8,13667.9,13577.2,13489.4
2007-06-20,13674.4,13611.7,13608.8,13577.2,13652.2,13483.2,13545.8
2007-06-21,13564.2,13636.5,13577.2,13483.2,13674.4,13398.9,13360.2
2007-06-22,13545.1,13486.7,13483.2,13398.9,13564.2,13359.7,13352.0
2007-06-25,13488.8,13545.0,13398.9,13359.7,13545.1,13299.8,13337.7
2007-06-26,13452.5,13360.1,13359.7,13299.8,13488.8,13308.7,13427.7
2007-06-27,13433.0,13352.4,13299.8,13308.7,13452.5,13259.9,13422.3
2007-06-28,13498.3,13336.9,13308.7,13259.9,13433.0,13389.3,13408.6
2007-06-29,13524.5,13427.5,13259.9,13389.3,13498.3,13314.0,13535.4
2007-07-02,13537.9,13422.6,13389.3,13314.0,13524.5,13409.5,13577.3
2007-07-03,13591.7,13409.6,13314.0,13409.5,13537.9,13531.5,13565.8
2007-07-05,13580.0,13531.5,13409.5,13531.5,13591.7,13513.5,13611.7
2007-07-06,13633.6,13576.2,13531.5,13513.5,13580.0,13538.0,13650.0
2007-07-09,13670.5,13559.0,13513.5,13538.0,13633.6,13609.0,13501.7
2007-07-10,13649.2,13612.7,13538.0,13609.0,13670.5,13496.2,13577.9
2007-07-11,13591.0,13648.6,13609.0,13496.2,13649.2,13474.8,13861.7
2007-07-12,13869.9,13500.4,13496.2,13474.8,13591.0,13579.2,13907.2
2007-07-13,13932.3,13579.3,13474.8,13579.2,13869.9,13845.9,13951.0
2007-07-16,13989.1,13859.9,13579.2,13845.9,13932.3,13895.0,13971.5
2007-07-17,14022.0,13907.1,13845.9,13895.0,13989.1,13942.8,13918.2
2007-07-18,13965.9,13952.0,13895.0,13942.8,14022.0,13823.6,14000.4
2007-07-19,14015.8,13955.0,13942.8,13823.6,13965.9,13918.8,13851.1
2007-07-20,14009.3,13918.8,13823.6,13918.8,14015.8,13797.7,13943.4
2007-07-23,13974.0,14000.7,13918.8,13797.7,14009.3,13851.7,13717.0
2007-07-24,13941.0,13851.7,13797.7,13851.7,13974.0,13701.6,13785.1
2007-07-25,13822.2,13940.9,13851.7,13701.6,13941.0,13674.8,13473.6
2007-07-26,13783.5,13718.2,13701.6,13674.8,13822.2,13335.3,13265.5
2007-07-27,13520.8,13783.1,13674.8,13335.3,13783.5,13265.5,13358.3
2007-07-30,13397.7,13472.7,13335.3,13265.5,13520.8,13219.1,13212.0
2007-07-31,13498.5,13266.2,13265.5,13219.1,13397.7,13199.8,13362.4
2007-08-01,13393.0,13360.7,13219.1,13199.8,13498.5,13132.7,13463.3
2007-08-02,13503.3,13211.1,13199.8,13132.7,13393.0,13350.4,13181.9
2007-08-03,13471.8,13357.8,13132.7,13350.4,13503.3,13175.2,13468.8
2007-08-06,13470.2,13462.2,13350.4,13175.2,13471.8,13158.6,13504.3
2007-08-07,13608.1,13183.1,13175.2,13158.6,13470.2,13347.2,13657.9
2007-08-08,13695.8,13467.7,13158.6,13347.2,13608.1,13484.8,13270.7
2007-08-09,13652.3,13497.2,13347.2,13484.8,13695.8,13270.7,13239.5
2007-08-10,13306.5,13652.3,13484.8,13270.7,13652.3,13057.9,13236.5
2007-08-13,13338.2,13270.6,13270.7,13057.9,13306.5,13219.5,13028.9
2007-08-14,13269.8,13238.2,13057.9,13219.5,13338.2,13018.3,12861.5
2007-08-15,13116.6,13235.7,13219.5,13018.3,13269.8,12836.0,12845.8
2007-08-16,12885.8,13021.9,13018.3,12836.0,13116.6,12517.9,13079.1
2007-08-17,13167.7,12859.5,12836.0,12517.9,12885.8,12847.8,13121.3
2007-08-20,13181.7,12848.0,12517.9,12847.8,13167.7,12982.8,13090.9
2007-08-21,13178.3,13078.5,12847.8,12982.8,13181.7,13052.2,13236.1
2007-08-22,13246.4,13120.0,12982.8,13052.2,13178.3,13088.2,13235.9
2007-08-23,13298.6,13088.2,13052.2,13088.2,13246.4,13169.2,13378.9
2007-08-24,13381.5,13237.3,13088.2,13169.2,13298.6,13208.7,13322.1
2007-08-27,13387.3,13231.8,13169.2,13208.7,13381.5,13305.5,13041.8
2007-08-28,13318.6,13377.2,13208.7,13305.5,13387.3,13034.8,13289.3
2007-08-29,13293.4,13318.4,13305.5,13034.8,13318.6,13043.1,13238.7
2007-08-30,13315.1,13043.1,13034.8,13043.1,13293.4,13184.6,13357.7
2007-08-31,13429.0,13287.9,13043.1,13184.6,13315.1,13240.8,13448.9
2007-09-04,13494.0,13240.8,13184.6,13240.8,13429.0,13317.5,13305.5
2007-09-05,13443.2,13358.4,13240.8,13317.5,13494.0,13248.2,13363.3
2007-09-06,13398.7,13442.8,13317.5,13248.2,13443.2,13274.8,13113.4
2007-09-07,13360.8,13306.4,13248.2,13274.8,13398.7,13082.2,13127.8
2007-09-10,13207.2,13360.7,13274.8,13082.2,13360.8,13021.9,13308.4
2007-09-11,13326.0,13116.4,13082.2,13021.9,13207.2,13129.2,13291.7
2007-09-12,13360.0,13129.4,13021.9,13129.2,13326.0,13263.0,13424.9
2007-09-13,13469.3,13298.3,13129.2,13263.0,13360.0,13292.4,13442.5
2007-09-14,13459.8,13292.4,13263.0,13292.4,13469.3,13323.8,13403.4
2007-09-17,13451.5,13421.4,13292.4,13323.8,13459.8,13362.4,13739.4
2007-09-18,13740.0,13442.0,13323.8,13362.4,13451.5,13403.2,13815.5
2007-09-19,13867.5,13403.2,13362.4,13403.2,13740.0,13739.9,13766.7
2007-09-20,13822.1,13740.6,13403.2,13739.9,13867.5,13741.0,13820.2
2007-09-21,13877.2,13813.5,13739.9,13741.0,13822.1,13768.2,13759.0
2007-09-24,13874.4,13768.3,13741.0,13768.2,13877.2,13750.9,13778.7
2007-09-25,13787.2,13821.6,13768.2,13750.9,13874.4,13696.3,13878.2
2007-09-26,13915.8,13757.8,13750.9,13696.3,13787.2,13779.3,13912.9
2007-09-27,13920.4,13779.3,13696.3,13779.3,13915.8,13868.2,13895.6
2007-09-28,13924.8,13879.5,13779.3,13868.2,13920.4,13850.3,14087.5
2007-10-01,14115.5,13912.9,13868.2,13850.3,13924.8,13893.5,14047.3
2007-10-02,14107.5,13895.7,13850.3,13893.5,14115.5,14012.1,13968.0
2007-10-03,14038.9,14087.1,13893.5,14012.1,14107.5,13947.7,13974.3
2007-10-04,14010.4,14038.9,14012.1,13947.7,14038.9,13951.6,14066.0
2007-10-05,14124.5,13967.9,13947.7,13951.6,14010.4,13968.8,14043.7
2007-10-08,14068.0,13969.1,13951.6,13968.8,14124.5,14009.7,14164.5
2007-10-09,14167.0,14065.4,13968.8,14009.7,14068.0,14034.4,14078.7
2007-10-10,14165.0,14043.7,14009.7,14034.4,14167.0,14009.5,14015.1
2007-10-11,14198.1,14165.0,14034.4,14009.5,14165.0,13950.2,14093.1
2007-10-12,14101.8,14079.1,14009.5,13950.2,14198.1,14013.7,13984.8
2007-10-15,14118.5,14016.3,13950.2,14013.7,14101.8,13904.3,13912.9
2007-10-16,13992.0,14092.4,14013.7,13904.3,14118.5,13877.9,13892.5
2007-10-17,14012.8,13986.3,13904.3,13877.9,13992.0,13774.7,13889.0
2007-10-18,13913.8,13920.7,13877.9,13774.7,14012.8,13820.3,13522.0
2007-10-19,13888.5,13887.9,13774.7,13820.3,13913.8,13511.9,13567.0
2007-10-22,13587.2,13888.5,13820.3,13511.9,13888.5,13407.5,13676.2
2007-10-23,13684.6,13521.6,13511.9,13407.5,13587.2,13540.9,13675.2
2007-10-24,13690.5,13568.9,13407.5,13540.9,13684.6,13470.2,13671.9
2007-10-25,13741.2,13675.6,13540.9,13470.2,13690.5,13547.6,13806.7
2007-10-26,13811.2,13677.8,13470.2,13547.6,13741.2,13675.2,13870.2
2007-10-29,13901.4,13675.7,13547.6,13675.2,13811.2,13805.3,13792.5
2007-10-30,13869.3,13807.3,13675.2,13805.3,13901.4,13778.4,13930.0
2007-10-31,13962.5,13869.0,13805.3,13778.4,13869.3,13767.7,13567.9
2007-11-01,13924.2,13792.0,13778.4,13767.7,13962.5,13548.9,13595.1
2007-11-02,13632.9,13924.2,13767.7,13548.9,13924.2,13446.0,13543.4
2007-11-05,13618.3,13569.9,13548.9,13446.0,13632.9,13446.9,13660.9
2007-11-06,13669.7,13592.6,13446.0,13446.9,13618.3,13511.9,13300.0
2007-11-07,13647.3,13542.3,13446.9,13511.9,13669.7,13287.6,13266.3
2007-11-08,13354.0,13646.7,13511.9,13287.6,13647.3,13080.3,13042.7
2007-11-09,13262.1,13299.7,13287.6,13080.3,13354.0,13017.4,12987.5
2007-11-12,13162.3,13261.2,13080.3,13017.4,13262.1,12981.0,13307.1
2007-11-13,13318.6,13039.2,13017.4,12981.0,13162.3,12975.1,13231.0
2007-11-14,13367.2,12975.1,12981.0,12975.1,13318.6,13197.8,13110.0
2007-11-15,13260.3,13305.5,12975.1,13197.8,13367.2,13055.8,13176.8
2007-11-16,13211.2,13230.7,13197.8,13055.8,13260.3,13051.6,12958.4
2007-11-19,13176.3,13109.5,13055.8,13051.6,13211.2,12937.6,13010.1
2007-11-20,13107.4,13176.3,13051.6,12937.6,13176.3,12839.7,12799.0
2007-11-21,13007.7,12955.9,12937.6,12839.7,13107.4,12786.5,12980.9
2007-11-23,12980.9,13006.7,12839.7,12786.5,13007.7,12796.1,12743.4
2007-11-26,13037.3,12796.1,12786.5,12796.1,12980.9,12724.1,12958.4
2007-11-27,12991.8,12980.0,12796.1,12724.1,13037.3,12744.8,13289.5
2007-11-28,13325.9,12744.8,12724.1,12744.8,12991.8,12958.0,13311.7
2007-11-29,13346.3,12958.0,12744.8,12958.0,13325.9,13214.8,13371.7
2007-11-30,13467.0,13287.9,12958.0,13214.8,13346.3,13281.7,13314.6
2007-12-03,13407.2,13314.2,13214.8,13281.7,13467.0,13296.3,13248.7
2007-12-04,13316.3,13368.2,13281.7,13296.3,13407.2,13237.6,13445.0
2007-12-05,13459.0,13311.2,13296.3,13237.6,13316.3,13244.0,13619.9
2007-12-06,13631.6,13244.0,13237.6,13244.0,13459.0,13426.2,13625.6
2007-12-07,13668.1,13445.8,13244.0,13426.2,13631.6,13601.4,13727.0
2007-12-10,13754.0,13618.3,13426.2,13601.4,13668.1,13623.5,13432.8
2007-12-11,13780.1,13623.5,13601.4,13623.5,13754.0,13414.6,13473.9
2007-12-12,13704.5,13726.9,13623.5,13414.6,13780.1,13321.6,13518.0
2007-12-13,13527.6,13434.8,13414.6,13321.6,13704.5,13353.9,13339.8
2007-12-14,13515.4,13474.0,13321.6,13353.9,13527.6,13332.1,13167.2
2007-12-17,13339.5,13515.1,13353.9,13332.1,13515.4,13158.4,13232.5
2007-12-18,13279.5,13339.2,13332.1,13158.4,13339.5,13092.0,13207.3
2007-12-19,13300.3,13168.7,13158.4,13092.0,13279.5,13146.8,13245.6
2007-12-20,13288.4,13232.0,13092.0,13146.8,13300.3,13153.6,13450.7
2007-12-21,13474.0,13206.5,13146.8,13153.6,13288.4,13241.6,13549.3
2007-12-24,13563.0,13241.7,13153.6,13241.6,13474.0,13449.3,13551.7
2007-12-26,13563.3,13450.7,13241.6,13449.3,13563.0,13492.7,13359.6
2007-12-27,13551.0,13548.0,13449.3,13492.7,13563.3,13349.5,13365.9
2007-12-28,13451.4,13549.2,13492.7,13349.5,13551.0,13298.2,13264.8
2007-12-31,13364.7,13361.2,13349.5,13298.2,13451.4,13246.5,13044.0
2008-01-02,13279.5,13364.2,13298.2,13246.5,13364.7,12991.4,13056.7
2008-01-03,13137.9,13261.8,13246.5,12991.4,13279.5,13023.5,12800.2
2008-01-04,13046.7,13044.1,12991.4,13023.5,13137.9,12789.0,12827.5
2008-01-07,12884.2,13046.5,13023.5,12789.0,13046.7,12733.8,12589.1
2008-01-08,12906.4,12801.2,12789.0,12733.8,12884.2,12567.5,12735.3
2008-01-09,12737.2,12820.9,12733.8,12567.5,12906.4,12502.3,12853.1
2008-01-10,12931.3,12590.2,12567.5,12502.3,12737.2,12632.2,12606.3
2008-01-11,12851.1,12733.1,12502.3,12632.2,12931.3,12543.9,12778.2
2008-01-14,12794.6,12850.7,12632.2,12543.9,12851.1,12613.7,12501.1
2008-01-15,12777.5,12613.8,12543.9,12613.7,12794.6,12488.8,12466.2
2008-01-16,12613.0,12777.5,12613.7,12488.8,12777.5,12392.3,12159.2
2008-01-17,12517.6,12476.8,12488.8,12392.3,12613.0,12128.0,12099.3
2008-01-18,12341.5,12467.0,12392.3,12128.0,12517.6,12022.5,11971.2
2008-01-22,12092.7,12159.9,12128.0,12022.5,12341.5,11634.8,12270.2
2008-01-23,12276.7,12092.7,12022.5,11634.8,12092.7,11644.8,12378.6
2008-01-24,12399.2,11969.1,11634.8,11644.8,12276.7,12241.8,12207.2
2008-01-25,12486.9,12272.7,11644.8,12241.8,12399.2,12183.7,12383.9
2008-01-28,12386.0,12391.7,12241.8,12183.7,12486.9,12112.1,12480.3
2008-01-29,12503.2,12205.7,12183.7,12112.1,12386.0,12347.0,12442.8
2008-01-30,12681.4,12385.2,12112.1,12347.0,12503.2,12406.2,12650.4
2008-01-31,12702.4,12480.1,12347.0,12406.2,12681.4,12249.9,12743.2
2008-02-01,12767.7,12438.3,12406.2,12249.9,12702.4,12602.3,12635.2
2008-02-04,12749.8,12638.2,12249.9,12602.3,12767.7,12621.8,12265.1
2008-02-05,12631.9,12743.1,12602.3,12621.8,12749.8,12264.1,12200.1
2008-02-06,12390.3,12631.8,12621.8,12264.1,12631.9,12178.2,12247.0
2008-02-07,12332.5,12257.2,12264.1,12178.2,12390.3,12120.4,12182.1
2008-02-08,12281.9,12196.2,12178.2,12120.4,12332.5,12103.4,12240.0
2008-02-11,12252.1,12248.5,12120.4,12103.4,12281.9,12069.5,12373.4
2008-02-12,12469.4,12181.9,12103.4,12069.5,12252.1,12241.5,12552.2
2008-02-13,12573.1,12241.5,12069.5,12241.5,12469.4,12367.8,12377.0
2008-02-14,12557.6,12368.1,12241.5,12367.8,12573.1,12361.5,12348.2
2008-02-15,12376.7,12551.5,12367.8,12361.5,12557.6,12278.6,12337.2
2008-02-19,12505.2,12376.7,12361.5,12278.6,12376.7,12304.1,12427.2
2008-02-20,12464.0,12349.6,12278.6,12304.1,12505.2,12227.7,12284.3
2008-02-21,12503.5,12333.3,12304.1,12227.7,12464.0,12247.3,12381.0
2008-02-22,12397.8,12426.8,12227.7,12247.3,12503.5,12155.2,12570.2
2008-02-25,12584.6,12281.1,12247.3,12155.2,12397.8,12341.0,12684.9
2008-02-26,12734.2,12380.8,12155.2,12341.0,12584.6,12512.4,12694.3
2008-02-27,12756.5,12569.5,12341.0,12512.4,12734.2,12609.4,12582.2
2008-02-28,12689.4,12683.5,12512.4,12609.4,12756.5,12536.4,12266.4
2008-02-29,12580.2,12689.3,12609.4,12536.4,12689.4,12223.6,12258.9
2008-03-03,12281.4,12579.6,12536.4,12223.6,12580.2,12161.0,12213.8
2008-03-04,12259.2,12264.4,12223.6,12161.0,12281.4,12032.4,12255.0
2008-03-05,12349.7,12259.1,12161.0,12032.4,12259.2,12140.5,12040.4
2008-03-06,12254.6,12204.9,12032.4,12140.5,12349.7,12026.1,11893.7
2008-03-07,12094.2,12254.6,12140.5,12026.1,12254.6,11819.7,11740.2
2008-03-10,11926.5,12039.1,12026.1,11819.7,12094.2,11731.6,12156.8
2008-03-11,12160.8,11893.0,11819.7,11731.6,11926.5,11741.0,12110.2
2008-03-12,12303.3,11741.3,11731.6,11741.0,12160.8,12092.2,12145.7
2008-03-13,12215.3,12148.6,11741.0,12092.2,12303.3,11875.8,11951.1
2008-03-14,12193.6,12096.5,12092.2,11875.8,12215.3,11832.7,11972.2
2008-03-17,12076.2,12146.4,11875.8,11832.7,12193.6,11756.6,12392.7
2008-03-18,12392.7,11946.5,11832.7,11756.6,12076.2,11975.8,12099.7
2008-03-19,12461.5,11975.9,11756.6,11975.8,12392.7,12095.1,12361.3
2008-03-20,12378.7,12391.5,11975.8,12095.1,12461.5,12097.9,12548.6
2008-03-24,12622.1,12102.4,12095.1,12097.9,12378.7,12362.0,12532.6
2008-03-25,12571.8,12362.0,12097.9,12362.0,12622.1,12449.1,12422.9
2008-03-26,12532.0,12547.3,12362.0,12449.1,12571.8,12376.7,12302.5
2008-03-27,12476.8,12531.8,12449.1,12376.7,12532.0,12293.3,12216.4
2008-03-28,12382.2,12421.9,12376.7,12293.3,12476.8,12196.9,12262.9
2008-03-31,12326.5,12303.9,12293.3,12196.9,12382.2,12176.1,12654.4
2008-04-01,12659.8,12215.9,12196.9,12176.1,12326.5,12266.5,12605.8
2008-04-02,12696.3,12266.6,12176.1,12266.5,12659.8,12555.2,12626.0
2008-04-03,12675.1,12651.7,12266.5,12555.2,12696.3,12527.8,12609.4
2008-04-04,12688.5,12604.7,12555.2,12527.8,12675.1,12528.2,12612.4
2008-04-07,12733.7,12626.3,12527.8,12528.2,12688.5,12583.3,12576.4
2008-04-08,12607.3,12612.6,12528.2,12583.3,12733.7,12525.8,12527.2
2008-04-09,12621.5,12602.7,12583.3,12525.8,12607.3,12469.0,12582.0
2008-04-10,12649.3,12574.7,12525.8,12469.0,12621.5,12497.2,12325.4
2008-04-11,12580.3,12526.8,12469.0,12497.2,12649.3,12302.0,12302.0
2008-04-14,12367.6,12579.8,12497.2,12302.0,12580.3,12280.4,12362.5
2008-04-15,12387.8,12324.8,12302.0,12280.4,12367.6,12269.8,12619.3
2008-04-16,12625.8,12303.6,12280.4,12269.8,12387.8,12371.5,12620.5
2008-04-17,12656.5,12371.5,12269.8,12371.5,12625.8,12563.2,12849.4
2008-04-18,12894.0,12617.4,12371.5,12563.2,12656.5,12626.8,12825.0
